Title,Max Players,Multiplatform?,Online?,Genres,Publisher,Review Score,Sales,Console,Rating,Year
Pipe Mania,1,True,True,Strategy,,74,0.04,Sony PSP,T,2008
UEFA Euro 2008,1,True,True,Sports,EA,68,0.04,Sony PSP,E,2008
Vampire Rain,1,True,True,Action,,30,0.04,PlayStation 3,E,2008
Baroque,1,True,True,"Action,Role-Playing (RPG)",,50,0.04,Nintendo Wii,T,2008
Supreme Commander,1,True,True,Strategy,,56,0.04,X360,T,2008
Hail to the Chimp,4,True,True,"Action,Strategy",,52,0.03,X360,M,2008
Assassin's Creed: Altar's Chronicles,1,True,True,Action,Ubisoft,58,0.03,Nintendo DS,T,2008
The Legend of Kage 2,1,True,True,Action,SquareEnix,70,0.03,Nintendo DS,E,2008
Rhapsody: A Musical Adventure,1,True,True,Role-Playing (RPG),,67,0.03,Nintendo DS,M,2008
Secret Files: Tunguska,1,True,True,Adventure,,71,0.03,Nintendo DS,M,2008
Fading Shadows,1,True,True,"Action,Adventure",,62,0.03,Sony PSP,E,2008
Hail to the Chimp,1,True,True,"Action,Strategy",,51,0.03,PlayStation 3,M,2008
Secret Files: Tunguska,2,True,True,Adventure,,64,0.02,Nintendo Wii,M,2008
Chicken Hunter,1,True,True,Action,,39,0.02,Nintendo DS,T,2008
